cancer,edin,p50,is_tumor
LUAD,6.78,0.0606,False
LUSC,21.84,0.0667,True
LUSC,24.490000000000002,0.0742,False
MESO,11.63,0.0833,True
OV,41.42,0.1000,True
PAAD,9.55,0.0833,True
PCPG,9.84,0.0909,True
PRAD,16.2,0.0833,True
PRAD,15.379999999999999,0.0871,False
READ,9.78,0.0833,True
SARC,24.709999999999997,0.0769,True
SKCM,18.26,0.0679,True
SKCM,100.0,0.0833,False
STAD,32.269999999999996,0.1000,True
STAD,31.25,0.0667,False
TGCT,23.72,0.0556,True
THCA,14.93,0.0714,True
THCA,20.69,0.0742,False
THYM,21.85,0.0769,True
UCEC,22.08,0.1000,True
UCEC,28.57,0.1510,False
UCS,25.0,0.0839,True
UVM,8.75,0.0714,True
ACC,2.53,0.0812,True
BLCA,7.35,0.0769,True
BLCA,10.530000000000001,0.0833,False
BRCA,14.32,0.0714,True
BRCA,8.85,0.0625,False
CESC,12.42,0.0833,True
CESC,33.33,0.0769,False
COAD,3.5700000000000003,0.0833,True
COAD,7.32,0.0909,False
DLBC,4.17,0.0769,True
ESCA,32.72,0.0769,True
GBM,30.36,0.0741,True
HNSC,11.4,0.0714,True
HNSC,11.360000000000001,0.0955,False
KICH,1.54,0.1818,True
KICH,12.5,0.0909,False
KIRC,10.09,0.0667,True
KIRC,8.33,0.0742,False
KIRP,5.19,0.1000,True
KIRP,15.620000000000001,0.0714,False
LAML,4.64,0.1000,True
LGG,19.28,0.0890,True
LIHC,2.67,0.0955,True
LUAD,9.87,0.0769,True
LUAD,5.08,0.0909,False
LUSC,13.63,0.0714,True
LUSC,10.2,0.0625,False
MESO,8.14,0.0833,True
OV,30.34,0.0909,True
PAAD,3.93,0.0769,True
PCPG,4.92,0.0909,True
PRAD,9.4,0.0769,True
PRAD,7.6899999999999995,0.0667,False
READ,5.43,0.0909,True
SARC,14.069999999999999,0.0909,True
SKCM,13.59,0.0714,True
STAD,19.73,0.0769,True
STAD,15.620000000000001,0.0690,False
TGCT,17.95,0.0625,True
THCA,8.64,0.0714,True
THCA,10.34,0.0839,False
THYM,7.5600000000000005,0.0691,True
UCEC,12.770000000000001,0.0833,True
UCEC,11.43,0.0750,False
UCS,12.5,0.0667,True
UVM,2.5,0.0885,True
BRCA,1.18,0.0588,True
BRCA,0.88,0.0625,False
ESCA,0.62,0.0714,True
HNSC,0.4,0.0625,True
KIRC,1.31,0.0625,True
KIRC,1.39,0.0526,False
LAML,1.32,0.0718,True
LGG,0.38,0.0834,True
LIHC,0.53,0.0667,True
LUAD,0.19,0.0625,True
LUSC,0.6,0.0500,True
OV,0.26,0.0524,True
PRAD,0.4,0.0909,True
STAD,0.53,0.0729,True
THCA,0.38999999999999996,0.0691,True
THYM,0.84,0.1000,True
UCEC,0.18,0.0595,True
ACC,1.27,0.0682,True
BLCA,14.71,0.0909,True
BLCA,15.790000000000001,0.0955,False
BRCA,26.75,0.0909,True
BRCA,26.55,0.0852,False
CESC,30.070000000000004,0.0955,True
CHOL,8.33,0.0833,True
COAD,15.0,0.1000,True
COAD,12.2,0.0909,False
DLBC,20.830000000000002,0.0870,True
ESCA,66.05,0.1429,True
ESCA,27.27,0.0667,False
GBM,54.169999999999995,0.1500,True
GBM,20.0,0.1667,False
HNSC,31.0,0.0909,True
HNSC,27.27,0.0909,False
KICH,1.54,0.1818,True
KICH,20.830000000000002,0.1538,False
KIRC,22.43,0.0800,True
KIRC,30.56,0.0769,False
KIRP,10.38,0.0909,True
KIRP,28.12,0.1000,False
LAML,5.3,0.1288,True
LGG,30.620000000000005,0.1000,True
LIHC,3.4799999999999995,0.1000,True
LUAD,21.44,0.0952,True
LUAD,13.56,0.0909,False
LUSC,31.46,0.0909,True
LUSC,30.61,0.0741,False
MESO,8.14,0.1167,True
OV,54.620000000000005,0.1667,True
PAAD,6.18,0.0955,True
PCPG,8.74,0.1743,True
PCPG,33.33,0.1429,False
PRAD,18.6,0.0909,True
PRAD,34.62,0.0955,False
READ,14.13,0.1304,True
SARC,25.1,0.1000,True
SKCM,32.910000000000004,0.0909,True
STAD,44.529999999999994,0.1667,True
STAD,40.62,0.1000,False
TGCT,35.9,0.0909,True
THCA,22.59,0.0833,True
THCA,34.48,0.0769,False
THYM,25.21,0.0909,True
THYM,100.0,0.0978,False
UCEC,27.74,0.1667,True
UCEC,28.57,0.1727,False
UCS,30.36,0.1027,True
UVM,7.5,0.0839,True
ACC,6.329999999999999,0.0909,True
BLCA,9.31,0.0588,True
BLCA,5.26,0.0572,False
BRCA,12.24,0.0625,True
BRCA,22.12,0.0714,False
CESC,8.82,0.0588,True
CESC,33.33,0.0526,False
CHOL,5.56,0.0778,True
COAD,7.140000000000001,0.0833,True
COAD,4.88,0.0857,False
DLBC,8.33,0.0855,True
ESCA,46.300000000000004,0.0833,True
ESCA,45.45,0.0769,False
GBM,33.93,0.0909,True
GBM,40.0,0.0556,False
HNSC,11.200000000000001,0.0646,True
HNSC,2.27,0.1000,False
KICH,1.54,0.1818,True
KICH,16.669999999999998,0.0769,False
KIRC,11.4,0.0625,True
KIRC,15.28,0.0588,False
KIRP,7.960000000000001,0.0870,True
KIRP,15.620000000000001,0.0750,False
LAML,0.66,0.0909,True
LGG,15.5,0.0702,True
LIHC,1.87,0.0714,True
LUAD,8.35,0.0714,True
LUAD,6.78,0.0663,False
LUSC,11.219999999999999,0.0572,True
LUSC,8.16,0.0476,False
MESO,6.98,0.0955,True
OV,38.79,0.0909,True
PAAD,6.18,0.1000,True
PCPG,5.46,0.0817,True
PRAD,10.2,0.0714,True
PRAD,11.540000000000001,0.0588,False
READ,9.78,0.0909,True
SARC,12.55,0.0704,True
SKCM,11.04,0.0526,True
STAD,30.930000000000003,0.1000,True
STAD,31.25,0.0833,False
TGCT,9.62,0.0476,True
THCA,11.0,0.0667,True
THCA,8.62,0.0625,False
THYM,10.08,0.0606,True
UCEC,17.52,0.0909,True
UCEC,31.430000000000003,0.0955,False
UCS,8.93,0.0575,True
UVM,5.0,0.0871,True
ACC,5.06,0.1215,True
BLCA,6.370000000000001,0.0588,True
BLCA,5.26,0.0455,False
BRCA,13.059999999999999,0.0667,True
BRCA,13.270000000000001,0.0667,False
CESC,9.8,0.0556,True
COAD,7.140000000000001,0.0667,True
COAD,4.88,0.1000,False
DLBC,6.25,0.0417,True
ESCA,25.31,0.0718,True
ESCA,18.18,0.0769,False
GBM,20.830000000000002,0.0646,True
HNSC,12.0,0.0625,True
HNSC,9.09,0.0667,False
KICH,3.08,0.0890,True
KIRC,6.17,0.0488,True
KIRC,15.28,0.0588,False
KIRP,9.34,0.0769,True
KIRP,15.620000000000001,0.0691,False
LAML,0.66,0.1000,True
LGG,14.37,0.0667,True
LIHC,4.55,0.0833,True
LUAD,9.11,0.0625,True
LUAD,5.08,0.0778,False
LUSC,12.42,0.0588,True
LUSC,6.12,0.0455,False
MESO,3.49,0.0857,True
OV,20.84,0.0755,True
PAAD,5.62,0.0742,True
PCPG,6.5600000000000005,0.0769,True
PRAD,8.799999999999999,0.0625,True
PRAD,11.540000000000001,0.0596,False
READ,5.43,0.0679,True
SARC,11.03,0.0625,True
SKCM,9.77,0.0519,True
STAD,18.67,0.0714,True
STAD,15.620000000000001,0.0870,False
TGCT,7.6899999999999995,0.0435,True
THCA,9.43,0.0625,True
THCA,8.62,0.0955,False
THYM,7.5600000000000005,0.0526,True
UCEC,12.590000000000002,0.0714,True
UCEC,25.71,0.1000,False
UCS,5.36,0.0417,True
UVM,8.75,0.0714,True
ACC,2.53,0.0813,True
BLCA,2.21,0.0625,True
BRCA,0.91,0.0541,True
BRCA,1.77,0.0861,False
CESC,0.98,0.0456,True
COAD,1.0699999999999998,0.0651,True
DLBC,2.08,0.0909,True
ESCA,3.09,0.0588,True
GBM,1.1900000000000002,0.0384,True
HNSC,0.8,0.0635,True
KICH,1.54,0.0667,True
KICH,4.17,0.0526,False
KIRC,1.31,0.0572,True
KIRC,1.39,0.0705,False
KIRP,1.04,0.0526,True
KIRP,3.1199999999999997,0.0655,False
LGG,1.13,0.0556,True
LUAD,0.19,0.0385,True
LUAD,3.39,0.0644,False
LUSC,1.0,0.0516,True
MESO,1.16,0.0750,True
OV,1.58,0.0733,True
PAAD,0.5599999999999999,0.0526,True
PCPG,0.5499999999999999,0.0625,True
PRAD,1.6,0.0541,True
SKCM,1.7000000000000002,0.0526,True
STAD,2.4,0.0742,True
STAD,3.1199999999999997,0.0663,False
TGCT,0.64,0.0357,True
THYM,3.36,0.0588,True
UCEC,1.46,0.0667,True
ACC,6.329999999999999,0.0714,True
BLCA,21.81,0.0833,True
BLCA,15.790000000000001,0.0667,False
BRCA,27.650000000000002,0.0714,True
BRCA,15.040000000000001,0.0556,False
CESC,31.05,0.0714,True
CHOL,8.33,0.1000,True
COAD,19.29,0.0769,True
COAD,12.2,0.0909,False
DLBC,16.669999999999998,0.0667,True
ESCA,37.65,0.1000,True
ESCA,36.36,0.0981,False
GBM,35.120000000000005,0.0871,True
GBM,20.0,0.0450,False
HNSC,29.599999999999998,0.0741,True
HNSC,9.09,0.0500,False
KICH,16.919999999999998,0.0909,True
KICH,20.830000000000002,0.0680,False
KIRC,17.94,0.0588,True
KIRC,20.830000000000002,0.0588,False
KIRP,10.38,0.0667,True
KIRP,18.75,0.0591,False
LAML,1.9900000000000002,0.1000,True
LGG,26.47,0.0714,True
LIHC,7.75,0.0833,True
LIHC,6.0,0.0833,False
LUAD,20.3,0.0769,True
LUAD,20.34,0.0769,False
LUSC,29.86,0.0642,True
LUSC,20.41,0.0526,False
MESO,12.790000000000001,0.1215,True
OV,35.88,0.1000,True
PAAD,15.17,0.0801,True
PCPG,10.38,0.0714,True
PCPG,33.33,0.0833,False
PRAD,22.6,0.0714,True
PRAD,28.849999999999998,0.0588,False
READ,16.3,0.0714,True
READ,10.0,0.0769,False
SARC,28.9,0.0769,True
SARC,50.0,0.0556,False
SKCM,27.810000000000002,0.0714,True
STAD,23.73,0.0909,True
STAD,15.620000000000001,0.0833,False
TGCT,25.0,0.0556,True
THCA,21.61,0.0667,True
THCA,27.589999999999996,0.0556,False
THYM,19.33,0.0581,True
UCEC,20.8,0.0909,True
UCEC,17.14,0.0698,False
UCS,25.0,0.0741,True
UVM,12.5,0.0769,True
ACC,3.8,0.0769,True
BLCA,2.45,0.0588,True
BRCA,3.45,0.0556,True
BRCA,0.88,0.0588,False
CESC,1.31,0.0476,True
COAD,1.79,0.0625,True
COAD,4.88,0.0871,False
ESCA,6.79,0.0769,True
GBM,1.79,0.0526,True
HNSC,2.4,0.0500,True
HNSC,2.27,0.0769,False
KICH,1.54,0.0750,True
KIRC,3.93,0.0613,True
KIRC,4.17,0.0526,False
LAML,0.66,0.1000,True
LGG,2.8400000000000003,0.0513,True
LIHC,1.6,0.0801,True
LUAD,3.04,0.0500,True
LUAD,1.69,0.0625,False
LUSC,2.0,0.0387,True
LUSC,4.08,0.0588,False
MESO,1.16,0.2000,True
OV,3.9600000000000004,0.0556,True
PAAD,1.69,0.0909,True
PAAD,25.0,0.0667,False
PCPG,2.73,0.0646,True
PRAD,3.5999999999999996,0.0691,True
READ,3.26,0.0769,True
SARC,2.6599999999999997,0.0455,True
SKCM,2.97,0.0435,True
STAD,2.67,0.0628,True
STAD,3.1199999999999997,0.1143,False
TGCT,1.92,0.0401,True
THCA,2.16,0.0501,True
THYM,1.68,0.0385,True
UCEC,1.82,0.0714,True
UCS,1.79,0.0286,True
UVM,1.25,0.0667,True
BLCA,4.41,0.0833,True
BLCA,5.26,0.0909,False
BRCA,8.43,0.0833,True
BRCA,6.1899999999999995,0.0718,False
CESC,9.15,0.0769,True
CESC,33.33,0.1429,False
CHOL,2.78,0.0909,True
COAD,2.86,0.0909,True
DLBC,8.33,0.0588,True
ESCA,12.959999999999999,0.0714,True
ESCA,18.18,0.0750,False
GBM,8.93,0.0606,True
GBM,40.0,0.0813,False
HNSC,9.2,0.0833,True
HNSC,11.360000000000001,0.0909,False
KICH,3.08,0.0769,True
KIRC,8.6,0.0714,True
KIRC,4.17,0.0625,False
KIRP,5.88,0.0769,True
KIRP,6.25,0.0718,False
LAML,1.32,0.0834,True
LGG,10.96,0.0833,True
LIHC,0.53,0.0955,True
LUAD,7.969999999999999,0.0833,True
LUAD,3.39,0.0813,False
LUSC,7.62,0.0691,True
LUSC,14.29,0.0625,False
OV,11.08,0.0606,True
PAAD,4.49,0.1000,True
PCPG,1.6400000000000001,0.0909,True
PRAD,4.8,0.0833,True
PRAD,9.62,0.0769,False
READ,3.26,0.1000,True
SARC,8.75,0.0769,True
SKCM,9.34,0.0769,True
STAD,6.13,0.0714,True
STAD,12.5,0.0667,False
TGCT,9.62,0.0667,True
THCA,5.89,0.0833,True
THCA,3.45,0.0955,False
THYM,14.29,0.0667,True
THYM,100.0,0.1082,False
UCEC,3.65,0.0801,True
UCEC,5.71,0.0909,False
UCS,14.29,0.0667,True
UVM,2.5,0.0833,True
ACC,3.8,0.1000,True
BLCA,6.370000000000001,0.1000,True
BLCA,10.530000000000001,0.0839,False
BRCA,10.24,0.0909,True
BRCA,19.470000000000002,0.1000,False
CESC,13.07,0.1000,True
CESC,66.67,0.1288,False
COAD,5.71,0.0909,True
COAD,2.44,0.1000,False
DLBC,16.669999999999998,0.1000,True
ESCA,24.07,0.0909,True
ESCA,9.09,0.1579,False
GBM,29.759999999999998,0.0909,True
GBM,20.0,0.0769,False
HNSC,13.4,0.0833,True
HNSC,6.819999999999999,0.0909,False
KICH,3.08,0.0955,True
KICH,16.669999999999998,0.0871,False
KIRC,15.89,0.0833,True
KIRC,11.110000000000001,0.0909,False
KIRP,8.649999999999999,0.1333,True
KIRP,25.0,0.1088,False
LAML,0.66,0.0909,True
LGG,13.23,0.1000,True
LIHC,0.8,0.1538,True
LUAD,10.82,0.0909,True
LUAD,8.469999999999999,0.0833,False
LUSC,14.829999999999998,0.0833,True
LUSC,16.33,0.0591,False
MESO,2.33,0.0955,True
OV,29.020000000000003,0.0833,True
PAAD,2.81,0.1818,True
PCPG,2.19,0.1455,True
PRAD,9.4,0.0909,True
PRAD,9.62,0.0833,False
READ,1.09,0.1000,True
SARC,9.51,0.1000,True
SKCM,18.26,0.0833,True
STAD,17.07,0.1000,True
STAD,9.379999999999999,0.0833,False
TGCT,26.279999999999998,0.0833,True
THCA,7.470000000000001,0.0909,True
THCA,10.34,0.0909,False
THYM,20.169999999999998,0.0833,True
THYM,100.0,0.0812,False
UCEC,9.31,0.0909,True
UCEC,8.57,0.0646,False
UCS,16.07,0.0972,True
UVM,8.75,0.0833,True
ACC,2.53,0.1334,True
BLCA,8.82,0.1000,True
BLCA,5.26,0.0909,False
BRCA,14.96,0.1053,True
BRCA,17.7,0.1000,False
CESC,17.65,0.1292,True
CESC,66.67,0.1818,False
COAD,8.21,0.1000,True
DLBC,22.919999999999998,0.1000,True
ESCA,51.849999999999994,0.1765,True
ESCA,27.27,0.1176,False
GBM,42.86,0.1429,True
GBM,40.0,0.0833,False
HNSC,17.599999999999998,0.1000,True
HNSC,6.819999999999999,0.0909,False
KICH,3.08,0.1364,True
KICH,4.17,0.1000,False
KIRC,20.93,0.1111,True
KIRC,13.889999999999999,0.1548,False
KIRP,8.3,0.1538,True
KIRP,21.88,0.1538,False
LAML,2.65,0.1000,True
LGG,16.82,0.1000,True
LIHC,1.34,0.2000,True
LIHC,2.0,0.2000,False
LUAD,13.66,0.1000,True
LUAD,11.86,0.1538,False
LUSC,19.84,0.1000,True
LUSC,30.61,0.0909,False
MESO,3.49,0.1000,True
OV,45.65,0.1818,True
PAAD,4.49,0.2000,True
PAAD,25.0,0.1000,False
PCPG,5.46,0.1000,True
PRAD,10.6,0.1000,True
PRAD,17.31,0.0909,False
READ,1.09,0.1000,True
READ,10.0,0.0909,False
SARC,12.17,0.1716,True
SKCM,22.93,0.1000,True
STAD,27.47,0.1579,True
STAD,21.88,0.1548,False
TGCT,32.690000000000005,0.1304,True
THCA,10.81,0.1000,True
THCA,13.79,0.1053,False
THYM,22.689999999999998,0.0909,True
THYM,100.0,0.1488,False
UCEC,12.23,0.1429,True
UCEC,14.29,0.1000,False
UCS,19.64,0.1538,True
UVM,8.75,0.0833,True
BLCA,5.26,0.0909,False
BRCA,0.44999999999999996,0.1000,True
BRCA,0.88,0.0556,False
CESC,0.98,0.1333,True
ESCA,1.23,0.0607,True
GBM,1.1900000000000002,0.0885,True
HNSC,2.27,0.1000,False
KIRC,1.31,0.0667,True
KIRP,0.69,0.0833,True
LGG,0.76,0.0871,True
LUAD,0.76,0.0733,True
LUAD,1.69,0.0909,False
LUSC,0.4,0.0833,True
LUSC,4.08,0.0714,False
OV,2.64,0.0541,True
PRAD,0.4,0.0813,True
STAD,1.3299999999999998,0.0625,True
STAD,9.379999999999999,0.0833,False
THCA,1.72,0.0833,False
THYM,1.68,0.0839,True
UCEC,0.5499999999999999,0.0839,True
ESCA,1.23,0.1000,True
LUAD,0.19,0.1000,True
OV,0.79,0.0769,True
SKCM,0.21,0.1818,True
HNSC,0.2,0.0667,True
BRCA,0.09,0.0672,True
ESCA,1.23,0.0833,True
LGG,0.19,0.0714,True
LUAD,0.19,0.0556,True
LUSC,0.2,0.0667,True
BLCA,0.25,0.1000,True
BRCA,0.63,0.0714,True
ESCA,3.09,0.0489,True
HNSC,0.2,0.0685,True
KIRC,0.37,0.0794,True
LAML,0.66,0.1333,True
LGG,0.38,0.0857,True
LUAD,0.5700000000000001,0.0646,True
OV,1.06,0.0455,True
SARC,1.52,0.0670,True
SKCM,0.21,0.0556,True
STAD,0.8,0.0441,True
TGCT,1.28,0.0885,True
THCA,0.2,0.0833,True
UCEC,0.36,0.0909,True
UCS,1.79,0.0667,True
ESCA,0.62,0.0526,True
PRAD,0.2,0.0526,True
UCS,1.79,0.0667,True
LIHC,0.27,0.0909,True
OV,0.26,0.0588,True
LUSC,2.04,0.0588,False
SKCM,0.21,0.3333,True
BLCA,0.25,0.0561,True
BRCA,1.09,0.0833,True
BRCA,0.88,0.0714,False
CESC,0.33,0.0526,True
ESCA,14.81,0.0635,True
ESCA,9.09,0.0769,False
GBM,0.6,0.0625,True
HNSC,0.8,0.0833,True
KIRC,0.5599999999999999,0.1111,True
KIRC,1.39,0.1000,False
LGG,0.5700000000000001,0.0742,True
LUSC,1.0,0.0909,True
OV,6.6000000000000005,0.0909,True
PCPG,0.5499999999999999,0.1000,True
PRAD,0.2,0.0667,True
SKCM,1.06,0.0769,True
STAD,11.73,0.0769,True
STAD,9.379999999999999,0.0572,False
TGCT,1.28,0.0955,True
THCA,0.2,0.1000,True
UCEC,1.82,0.0833,True
UCS,3.5700000000000003,0.0909,True
BLCA,1.96,0.0909,True
BRCA,4.53,0.0909,True
BRCA,2.65,0.0909,False
CESC,2.94,0.0801,True
CHOL,2.78,0.1000,True
COAD,1.0699999999999998,0.1000,True
ESCA,37.04,0.1000,True
ESCA,27.27,0.0667,False
GBM,7.739999999999999,0.0852,True
HNSC,6.6000000000000005,0.0909,True
HNSC,4.55,0.1000,False
KICH,4.17,0.0625,False
KIRC,3.18,0.0909,True
KIRC,2.78,0.0769,False
KIRP,2.42,0.0833,True
LAML,2.65,0.1576,True
LGG,3.7800000000000002,0.0801,True
LIHC,0.27,0.1000,True
LUAD,2.4699999999999998,0.0917,True
LUAD,3.39,0.0913,False
LUSC,6.81,0.0769,True
LUSC,8.16,0.0691,False
MESO,1.16,0.0909,True
OV,22.689999999999998,0.1027,True
PAAD,1.1199999999999999,0.0955,True
PCPG,0.5499999999999999,0.0769,True
PRAD,2.8000000000000003,0.0955,True
PRAD,3.85,0.0885,False
READ,1.09,0.1000,True
SARC,3.42,0.0801,True
SKCM,8.07,0.0909,True
STAD,26.400000000000002,0.1027,True
STAD,21.88,0.0714,False
TGCT,14.099999999999998,0.0714,True
THCA,1.18,0.0742,True
THCA,3.45,0.1000,False
THYM,3.36,0.0909,True
UCEC,6.93,0.0909,True
UCEC,11.43,0.0909,False
UCS,3.5700000000000003,0.1634,True
BLCA,1.72,0.1292,True
BRCA,4.62,0.0890,True
CESC,3.92,0.0909,True
COAD,1.79,0.0909,True
DLBC,4.17,0.0729,True
ESCA,35.19,0.1188,True
ESCA,27.27,0.0667,False
GBM,11.31,0.0976,True
HNSC,7.6,0.0833,True
HNSC,4.55,0.1215,False
KIRC,3.74,0.0833,True
KIRC,2.78,0.0839,False
KIRP,1.04,0.0588,True
LAML,1.32,0.1409,True
LGG,5.29,0.0909,True
LIHC,0.8,0.1000,True
LUAD,3.8,0.0955,True
LUAD,1.69,0.0667,False
LUSC,6.01,0.0741,True
LUSC,8.16,0.0718,False
OV,26.91,0.1000,True
PCPG,1.09,0.0857,True
PRAD,2.6,0.0955,True
READ,1.09,0.0769,True
SARC,3.04,0.0909,True
SKCM,5.94,0.0909,True
STAD,33.33,0.1000,True
STAD,25.0,0.1043,False
TGCT,12.82,0.0714,True
THCA,0.79,0.0646,True
THCA,3.45,0.0909,False
THYM,3.36,0.0750,True
UCEC,7.66,0.1000,True
UCEC,8.57,0.0787,False
UCS,7.140000000000001,0.0955,True
BLCA,0.25,0.0625,True
BRCA,0.8200000000000001,0.0691,True
CESC,0.33,0.0714,True
COAD,0.36,0.2727,True
ESCA,2.4699999999999998,0.0500,True
GBM,0.6,0.0556,True
HNSC,0.4,0.0526,True
KICH,4.17,0.0833,False
KIRC,0.5599999999999999,0.1000,True
KIRC,1.39,0.1000,False
LGG,0.76,0.0801,True
LUAD,0.38,0.0917,True
LUSC,0.6,0.0591,True
OV,3.4299999999999997,0.0769,True
PRAD,0.4,0.0566,True
SARC,0.76,0.0909,True
SKCM,0.64,0.0697,True
STAD,2.67,0.0750,True
TGCT,1.28,0.0714,True
UCEC,0.5499999999999999,0.0833,True
UCEC,2.86,0.0625,False
ACC,1.27,0.0714,True
BLCA,2.94,0.0909,True
BRCA,3.9,0.0909,True
BRCA,2.65,0.0909,False
CESC,2.29,0.0909,True
COAD,1.43,0.0833,True
DLBC,8.33,0.0871,True
ESCA,30.25,0.1000,True
ESCA,9.09,0.0588,False
GBM,10.71,0.0909,True
HNSC,8.4,0.0833,True
HNSC,4.55,0.0839,False
KICH,4.17,0.0667,False
KIRC,5.050000000000001,0.0909,True
KIRC,8.33,0.0871,False
KIRP,0.69,0.0812,True
LAML,0.66,0.0833,True
LGG,5.48,0.0742,True
LIHC,0.53,0.0955,True
LUAD,3.04,0.0931,True
LUAD,3.39,0.1385,False
LUSC,9.22,0.0817,True
LUSC,8.16,0.0691,False
OV,21.37,0.1036,True
PAAD,2.25,0.0955,True
PCPG,0.5499999999999999,0.0909,True
PRAD,4.0,0.0833,True
READ,5.43,0.0769,True
READ,10.0,0.0833,False
SARC,4.18,0.0909,True
SKCM,7.01,0.0852,True
STAD,24.529999999999998,0.1000,True
STAD,18.75,0.0885,False
TGCT,10.9,0.0769,True
THCA,1.96,0.0714,True
THYM,1.68,0.0871,True
UCEC,6.2,0.1000,True
UCEC,5.71,0.0788,False
UCS,3.5700000000000003,0.0909,True
BLCA,1.47,0.0714,True
BRCA,1.54,0.0833,True
CESC,1.96,0.0909,True
COAD,0.7100000000000001,0.0729,True
ESCA,21.6,0.0871,True
GBM,7.739999999999999,0.0742,True
HNSC,4.6,0.0909,True
HNSC,2.27,0.1111,False
KICH,4.17,0.0667,False
KIRC,1.87,0.0871,True
KIRC,1.39,0.1667,False
KIRP,1.38,0.0620,True
LAML,0.66,0.0833,True
LGG,3.9699999999999998,0.0833,True
LIHC,0.27,0.0909,True
LUAD,2.09,0.0839,True
LUAD,1.69,0.1818,False
LUSC,5.21,0.0691,True
LUSC,6.12,0.1000,False
OV,15.57,0.0909,True
PCPG,0.5499999999999999,0.0909,True
PRAD,1.7999999999999998,0.0680,True
READ,1.09,0.0577,True
SARC,2.2800000000000002,0.1000,True
SKCM,5.3100000000000005,0.0909,True
STAD,16.53,0.0833,True
STAD,9.379999999999999,0.1176,False
TGCT,5.7700000000000005,0.0909,True
THCA,1.5699999999999998,0.0801,True
THCA,1.72,0.0738,False
THYM,0.84,0.1000,True
UCEC,4.74,0.0833,True
BLCA,0.25,0.0909,True
BRCA,0.91,0.0871,True
CESC,0.65,0.1097,True
COAD,0.36,0.0588,True
ESCA,8.64,0.1000,True
GBM,1.1900000000000002,0.0833,True
HNSC,1.4000000000000001,0.0871,True
KIRC,1.5,0.0871,True
KIRC,1.39,0.0526,False
LGG,0.38,0.0769,True
LUAD,0.95,0.0769,True
LUSC,1.6,0.0556,True
OV,5.54,0.0769,True
PRAD,0.8,0.0714,True
READ,1.09,0.0769,True
SARC,1.52,0.0667,True
SKCM,1.7000000000000002,0.0588,True
STAD,7.199999999999999,0.0691,True
TGCT,1.92,0.0714,True
THCA,0.38999999999999996,0.0871,True
THCA,1.72,0.0728,False
UCEC,1.82,0.0691,True
UCS,3.5700000000000003,0.1000,True
BLCA,1.96,0.0714,True
BRCA,2.09,0.0833,True
CESC,1.31,0.0955,True
COAD,0.36,0.1000,True
ESCA,23.46,0.0909,True
ESCA,9.09,0.1111,False
GBM,2.3800000000000003,0.0576,True
HNSC,2.8000000000000003,0.0667,True
KICH,8.33,0.0813,False
KIRC,1.5,0.0714,True
KIRC,2.78,0.0729,False
LGG,1.7000000000000002,0.0833,True
LIHC,0.27,0.0909,True
LUAD,1.52,0.0909,True
LUSC,2.81,0.0588,True
LUSC,4.08,0.0955,False
OV,13.19,0.0833,True
PCPG,0.5499999999999999,0.0909,True
PRAD,1.6,0.0769,True
SKCM,1.49,0.0871,True
STAD,14.93,0.0909,True
STAD,9.379999999999999,0.1195,False
TGCT,4.49,0.0667,True
THCA,0.2,0.0833,True
THCA,1.72,0.1000,False
THYM,1.68,0.0794,True
UCEC,5.47,0.0833,True
UCEC,5.71,0.0601,False
UCS,5.36,0.0909,True
BLCA,0.98,0.0742,True
BRCA,0.63,0.0909,True
BRCA,4.42,0.0769,False
COAD,0.36,0.0833,True
ESCA,4.32,0.1000,True
ESCA,9.09,0.0625,False
HNSC,1.0,0.0769,True
KIRC,1.1199999999999999,0.0833,True
LAML,0.66,0.1765,True
LGG,0.76,0.0718,True
LUSC,1.0,0.0711,True
LUSC,2.04,0.0833,False
OV,0.53,0.0526,True
PAAD,0.5599999999999999,0.0909,True
PRAD,0.8,0.1169,True
PRAD,1.92,0.0625,False
SARC,0.38,0.0536,True
SKCM,0.21,0.0435,True
STAD,0.8,0.0812,True
STAD,9.379999999999999,0.0714,False
TGCT,0.64,0.0667,True
THYM,0.84,0.0909,True
UCEC,0.18,0.0667,True
BLCA,0.49,0.0812,True
BRCA,0.36,0.0955,True
BRCA,0.88,0.0833,False
CESC,0.33,0.0714,True
ESCA,3.09,0.0714,True
GBM,1.1900000000000002,0.0834,True
HNSC,0.4,0.0714,True
KIRC,0.19,0.0909,True
KIRC,1.39,0.0909,False
LGG,0.38,0.0871,True
LUAD,0.19,0.0417,True
LUSC,1.2,0.0667,True
LUSC,2.04,0.0709,False
OV,1.32,0.0909,True
PRAD,0.2,0.0718,True
PRAD,1.92,0.1250,False
SKCM,0.21,0.0655,True
STAD,2.13,0.0588,True
THCA,0.79,0.0801,True
UCEC,0.73,0.0801,True
BLCA,1.47,0.0839,True
BRCA,0.8200000000000001,0.0871,True
BRCA,1.77,0.0572,False
CESC,0.98,0.1000,True
CHOL,2.78,0.1000,True
COAD,2.44,0.1000,False
DLBC,2.08,0.0556,True
ESCA,0.62,0.0833,True
ESCA,9.09,0.0714,False
GBM,1.1900000000000002,0.0778,True
HNSC,0.2,0.0682,True
KICH,1.54,0.0909,True
KIRC,0.9299999999999999,0.0718,True
LGG,0.5700000000000001,0.0769,True
LUAD,0.76,0.0769,True
LUSC,0.8,0.0801,True
LUSC,4.08,0.0540,False
